YM,CUST_CD,ITM_CD,QTY,DSC_RT,SALES_ORG,SALES
201903,L0403,I102,12,15,480000,427196
201903,L0404,I110,11,15,3300000,2903996
201903,L0405,I113,9,11,6030000,5426996
201903,L0406,I112,9,14,585000,514796
201903,L0407,I112,10,12,650000,571996
201903,L0408,I106,10,15,200000,177996
201903,L0409,I104,12,15,840000,713996
201903,L0410,I103,13,12,650000,565496
201903,L0411,I115,10,15,50000,44496
201903,L0412,I107,11,14,1650000,1451996
201903,L0413,I120,12,13,51600000,43859996
201903,L0414,I114,15,12,3600000,3131996
201903,L0415,I110,12,13,3600000,3203996
201903,L0416,I110,11,10,3300000,2837996
201903,L0417,I117,11,14,27500000,24749996
201903,L0418,I120,10,13,43000000,38699996
201903,L0419,I116,10,11,14600000,12993996
201903,L0420,I107,13,11,1950000,1735496
201903,L0421,I119,12,11,1140000,991796
201903,L0422,I118,10,12,5300000,4716996
201903,L0423,I106,12,12,240000,208796
201903,L0424,I104,10,10,700000,629996
201903,L0425,I103,8,12,400000,343996
201903,L0426,I117,10,10,25000000,21499996
201903,L0427,I117,14,14,35000000,31149996
201903,L0428,I119,12,15,1140000,980396
201903,L0429,I111,14,11,2100000,1847996
201903,L0430,I103,12,11,600000,509996
201903,L0431,I106,9,13,180000,154796
201903,L0432,I102,12,11,480000,431996
201903,L0433,I110,12,13,3600000,3239996
201903,L0434,I105,14,13,1400000,1203996
201903,L0435,I108,10,12,400000,355996
201903,L0436,I101,10,15,300000,263996
201903,L0437,I119,13,11,1235000,1086796
201903,L0438,I112,11,10,715000,629196
201903,L0439,I103,13,11,650000,578496
201903,L0440,I114,15,14,3600000,3131996
201903,L0441,I117,15,14,37500000,32624996
201903,L0442,I120,11,14,47300000,40204996
201903,L0443,I103,14,10,700000,608996
201903,L0444,I112,12,12,780000,662996
201903,L0445,I107,11,11,1650000,1451996
201903,L0446,I104,8,14,560000,481596
201903,L0447,I114,8,15,1920000,1670396
201903,L0448,I112,11,13,715000,607746
201903,L0449,I120,8,12,34400000,29239996
201903,L0450,I115,8,15,40000,35196
201903,L0451,I116,15,11,21900000,19271996
201903,L0452,I107,8,13,1200000,1043996
201903,L0453,I115,15,10,75000,65246
201903,L0454,I110,13,12,3900000,3392996
201903,L0455,I104,13,13,910000,800796
201903,L0456,I118,15,10,7950000,6757496
201903,L0457,I106,14,12,280000,243596
201903,L0458,I113,14,10,9380000,8066796
201903,L0459,I106,13,15,260000,233996
201903,L0460,I115,8,15,40000,35996
201903,L0461,I112,14,13,910000,800796
201903,L0462,I101,11,10,330000,293696
201903,L0463,I105,12,13,1200000,1079996
201903,L0464,I111,10,10,1500000,1319996
201903,L0465,I102,12,14,480000,431996
201903,L0466,I111,9,14,1350000,1147496
201903,L0467,I109,14,13,7000000,6159996
201903,L0468,I106,12,14,240000,203996
201903,L0469,I118,13,15,6890000,5856496
201903,L0470,I113,13,10,8710000,7577696
201903,L0471,I110,8,15,2400000,2087996
201903,L0472,I110,14,15,4200000,3611996
201903,L0473,I120,15,11,64500000,57404996
201903,L0474,I105,10,10,1000000,879996
201903,L0475,I114,14,12,3360000,2855996
201903,L0476,I116,8,13,11680000,10161596
201903,L0477,I101,13,13,390000,347096
201903,L0478,I104,14,11,980000,862396
201903,L0479,I113,9,15,6030000,5246096
201903,L0480,I107,15,10,2250000,1979996
201903,L0481,I117,15,13,37500000,33374996
201903,L0482,I120,8,11,34400000,30615996
201903,L0483,I110,11,14,3300000,2903996
201903,L0484,I114,12,14,2880000,2563196
201903,L0485,I114,11,12,2640000,2375996
201903,L0486,I104,12,14,840000,713996
201903,L0487,I119,14,12,1330000,1130496
201903,L0488,I101,9,12,270000,242996
201903,L0489,I112,12,11,780000,662996
201903,L0490,I117,11,12,27500000,24199996
201903,L0491,I109,8,10,4000000,3519996
201903,L0492,I110,11,12,3300000,2804996
201903,L0493,I106,10,12,200000,175996
201903,L0494,I105,10,12,1000000,889996
201903,L0495,I113,8,14,5360000,4663196
201903,L0496,I113,14,15,9380000,8348196
201903,L0497,I113,11,15,7370000,6559296
201903,L0498,I112,15,14,975000,877496
201903,L0499,I117,14,11,35000000,30449996
201903,L0500,I115,12,11,60000,51596
201903,R0001,I112,249,2,16185000,15861296
201903,R0002,I102,224,1,8960000,8780796
201903,R0003,I108,245,1,9800000,9603996
201903,R0004,I103,193,1,9650000,9553496
201903,R0005,I110,220,2,66000000,65339996
201903,A0001,I116,24,17,35040000,29783996
201903,A0002,I117,26,18,65000000,52649996
201903,A0003,I120,46,16,197800000,162195996
201903,A0004,I110,28,13,8400000,7223996
201903,A0005,I113,40,14,26800000,21439996
201903,A0006,I111,24,18,3600000,2987996
201903,A0007,I105,41,20,4100000,3648996
201903,A0008,I107,25,20,3750000,3374996
201903,A0009,I113,42,17,28140000,23918996
201903,A0010,I106,48,17,960000,787196
201903,A0011,I114,33,12,7920000,6335996
201903,A0012,I114,25,12,6000000,5219996
201903,A0013,I103,38,13,1900000,1538996
201903,A0014,I113,42,13,28140000,24763196
201903,A0015,I119,40,16,3800000,3077996
201903,A0016,I104,32,10,2240000,1881596
201903,A0017,I116,20,10,29200000,26279996
201903,A0018,I111,39,11,5850000,4855496
201903,A0019,I120,20,16,86000000,75679996
201903,A0020,I105,27,12,2700000,2402996
201903,V0001,I116,95,17,138700000,110959996
201903,V0002,I111,100,17,15000000,14549996
201903,V0003,I112,88,4,5720000,4575996
201903,V0004,I107,131,15,19650000,18470996
201903,V0005,I110,148,17,44400000,36851996
201903,V0006,I111,65,2,9750000,8482496
201903,V0007,I102,118,18,4720000,4483996
201903,V0008,I101,85,9,2550000,2269496
201903,V0009,I107,69,11,10350000,9728996
201903,V0010,I111,119,16,17850000,16421996
201903,V0011,I118,98,11,51940000,41551996
201903,V0012,I107,96,11,14400000,12095996
201903,V0013,I109,126,13,63000000,62369996
201903,Y0001,I120,79,14,339700000,326111996
201903,Y0002,I103,162,14,8100000,7208996
201903,Y0003,I103,230,3,11500000,11499996
201903,Y0004,I120,119,11,511700000,491231996
201903,Y0005,I118,75,2,39750000,37762496
201903,Y0006,I110,152,1,45600000,41039996
201903,Y0007,I113,230,13,154100000,152558996
201903,Y0008,I104,193,6,13510000,12564296
201903,Y0009,I108,232,2,9280000,8723196
201903,Y0010,I102,235,1,9400000,8929996
201903,Y0011,I111,50,2,7500000,6599996
201903,Y0012,I105,134,2,13400000,12997996
201904,S0001,I103,45,13,2250000,2047496
201904,S0002,I109,29,7,14500000,13049996
201904,S0003,I115,78,10,390000,362696
201904,S0004,I116,29,8,42340000,37682596
201904,S0005,I104,28,12,1960000,1783596
201904,S0006,I116,46,15,67160000,57085996
201904,S0007,I117,26,14,65000000,58499996
201904,S0008,I118,66,14,34980000,29732996
201904,S0009,I101,73,12,2190000,1992896
201904,S0010,I107,68,12,10200000,9281996
201904,S0011,I118,47,11,24910000,22668096
201904,S0012,I113,60,12,40200000,35777996
201904,S0013,I103,72,15,3600000,3311996
201904,S0014,I114,75,11,18000000,16739996
201904,S0015,I111,26,14,3900000,3431996
201904,S0016,I114,32,6,7680000,6988796
201904,S0017,I111,63,14,9450000,8032496
201904,S0018,I118,29,14,15370000,13218196
201904,S0019,I106,45,6,900000,782996
201904,S0020,I107,21,5,3150000,2740496
201904,S0021,I116,39,5,56940000,51245996
201904,S0022,I103,23,8,1150000,1000496
201904,S0023,I106,36,14,720000,669596
201904,S0024,I102,34,6,1360000,1264796
201904,S0025,I116,34,8,49640000,45668796
201904,S0026,I113,68,11,45560000,39637196
201904,S0027,I107,58,9,8700000,8003996
201904,S0028,I112,71,12,4615000,4153496
201904,S0029,I115,74,10,370000,332996
201904,S0030,I102,43,6,1720000,1616796
201904,S0031,I108,58,6,2320000,2157596
201904,S0032,I115,37,6,185000,170196
201904,S0033,I119,40,6,3800000,3267996
201904,S0034,I107,72,10,10800000,9395996
201904,S0035,I118,50,7,26500000,23054996
201904,S0036,I115,80,7,400000,375996
201904,S0037,I117,28,5,70000000,60199996
201904,S0038,I120,77,5,331100000,291367996
201904,S0039,I101,58,6,1740000,1652996
201904,S0040,I112,59,6,3835000,3528196
201904,S0041,I119,31,12,2945000,2709396
201904,S0042,I120,49,10,210700000,181201996
201904,S0043,I109,46,5,23000000,20929996
201904,S0044,I101,42,14,1260000,1083596
201904,S0045,I115,22,13,110000,98996
201904,S0046,I115,62,14,310000,282096
201904,S0047,I107,53,15,7950000,7552496
201904,S0048,I112,42,13,2730000,2375096
201904,S0049,I118,24,12,12720000,10939196
201904,S0050,I105,51,6,5100000,4538996
201904,S0051,I116,27,13,39420000,35083796
201904,S0052,I104,51,8,3570000,3355796
201904,S0053,I106,53,14,1060000,975196
201904,S0054,I113,61,12,40870000,35148196
201904,S0055,I111,47,5,7050000,6697496
201904,S0056,I113,52,8,34840000,31007596
201904,S0057,I118,21,14,11130000,9460496
201904,S0058,I113,72,12,48240000,41003996
201904,S0059,I106,49,8,980000,930996
201904,S0060,I115,73,12,365000,335796
201904,S0061,I101,62,15,1860000,1655396
201904,S0062,I104,47,6,3290000,3059696
201904,S0063,I110,40,15,12000000,10559996
201904,S0064,I115,50,15,250000,222496
201904,S0065,I111,71,5,10650000,10010996
201904,S0066,I109,42,5,21000000,17849996
201904,S0067,I103,23,15,1150000,1046496
201904,S0068,I119,42,7,3990000,3670796
201904,S0069,I114,34,13,8160000,7507196
201904,S0070,I113,72,6,48240000,42451196
201904,S0071,I107,30,15,4500000,3869996
201904,S0072,I108,59,5,2360000,2005996
201904,S0073,I116,62,9,90520000,78752396
201904,S0074,I114,63,6,15120000,13607996
201904,S0075,I107,68,9,10200000,9383996
201904,S0076,I102,71,9,2840000,2612796
201904,S0077,I101,60,12,1800000,1565996
201904,S0078,I120,30,11,129000000,112229996
201904,S0079,I103,66,15,3300000,3134996
201904,S0080,I110,27,7,8100000,7451996
201904,S0081,I113,54,7,36180000,34370996
201904,S0082,I101,51,7,1530000,1346396
201904,S0083,I116,23,8,33580000,30893596
201904,S0084,I103,49,14,2450000,2106996
201904,S0085,I117,20,11,50000000,47499996
201904,S0086,I101,47,13,1410000,1212596
201904,S0087,I112,41,10,2665000,2398496
201904,S0088,I114,36,5,8640000,7343996
201904,S0089,I115,69,8,345000,324296
201904,S0090,I112,33,11,2145000,2016296
201904,S0091,I101,60,11,1800000,1529996
201904,S0092,I112,53,5,3445000,3203846
201904,S0093,I112,23,10,1495000,1345496
201904,S0094,I116,74,8,108040000,99396796
201904,S0095,I113,43,14,28810000,24776596
201904,S0096,I101,51,9,1530000,1361696
201904,S0097,I113,62,12,41540000,36139796
201904,S0098,I119,43,6,4085000,3513096
201904,S0099,I104,61,5,4270000,3885696
201904,S0100,I106,68,14,1360000,1210396
201904,H0001,I111,141,12,21150000,18188996
201904,H0002,I114,136,17,32640000,26111996
201904,H0003,I106,98,13,1960000,1685596
201904,H0004,I115,116,19,580000,487196
201904,H0005,I108,84,17,3360000,2923196
201904,H0006,I102,136,15,5440000,4623996
201904,H0007,I113,96,16,64320000,55315196
201904,H0008,I105,121,12,12100000,10889996
201904,H0009,I101,95,15,2850000,2336996
201904,H0010,I116,133,17,194180000,168936596
201904,H0011,I102,145,18,5800000,5161996
201904,H0012,I120,115,10,494500000,445049996
201904,H0013,I113,130,10,87100000,75776996
201904,H0014,I110,125,13,37500000,29999996
201904,H0015,I109,143,19,71500000,59344996
201904,H0016,I113,128,14,85760000,76326396
201904,H0017,I117,142,11,355000000,298199996
201904,H0018,I113,124,18,83080000,70617996
201904,H0019,I118,112,20,59360000,53423996
201904,H0020,I119,127,16,12065000,9893296
201904,H0021,I118,85,20,45050000,40544996
201904,H0022,I116,134,13,195640000,172163196
201904,H0023,I109,144,10,72000000,64799996
201904,H0024,I101,106,10,3180000,2639396
201904,H0025,I117,118,18,295000000,250749996
201904,H0026,I109,89,19,44500000,35599996
201904,H0027,I110,127,12,38100000,34289996
201904,H0028,I107,96,14,14400000,12959996
201904,H0029,I116,137,10,200020000,172017196
201904,H0030,I107,135,17,20250000,18022496
201904,H0031,I115,134,17,670000,596296
201904,H0032,I110,127,14,38100000,32765996
201904,H0033,I116,121,16,176660000,151927596
201904,H0034,I110,82,18,24600000,19925996
201904,H0035,I108,123,19,4920000,4132796
201904,H0036,I117,146,14,365000000,313899996
201904,H0037,I110,101,17,30300000,26966996
201904,H0038,I106,144,11,2880000,2332796
201904,H0039,I103,95,13,4750000,3847496
201904,H0040,I111,132,13,19800000,16037996
201904,H0041,I118,98,15,51940000,46745996
201904,H0042,I118,99,13,52470000,45648896
201904,H0043,I119,81,16,7695000,6309896
201904,H0044,I102,132,16,5280000,4276796
201904,H0045,I112,115,20,7475000,6353746
201904,H0046,I119,83,10,7885000,7017646
201904,H0047,I116,142,16,207320000,174148796
201904,H0048,I114,145,10,34800000,29231996
201904,H0049,I117,124,16,310000000,272799996
201904,H0050,I106,122,19,2440000,2025196
201904,H0051,I115,148,10,740000,614196
201904,H0052,I111,115,17,17250000,14317496
201904,H0053,I119,112,11,10640000,9363196
201904,H0054,I114,117,17,28080000,24710396
201904,H0055,I102,81,19,3240000,2689196
201904,H0056,I106,122,15,2440000,2147196
201904,H0057,I114,120,12,28800000,25343996
201904,H0058,I105,143,20,14300000,12154996
201904,H0059,I111,128,20,19200000,15551996
201904,H0060,I113,124,11,83080000,71448796
201904,H0061,I104,120,13,8400000,6971996
201904,H0062,I105,120,12,12000000,9959996
201904,H0063,I112,80,20,5200000,4523996
201904,H0064,I118,95,14,50350000,45314996
201904,H0065,I105,113,19,11300000,9604996
201904,H0066,I116,141,13,205860000,179098196
201904,H0067,I117,132,14,330000000,296999996
201904,H0068,I105,127,16,12700000,11048996
201904,H0069,I114,145,13,34800000,28883996
201904,H0070,I114,144,16,34560000,28339196
201904,H0071,I120,96,20,412800000,367391996
201904,H0072,I120,93,17,399900000,331916996
201904,H0073,I113,83,12,55610000,47268496
201904,H0074,I105,143,12,14300000,12154996
201904,H0075,I117,92,18,230000000,206999996
201904,H0076,I106,139,19,2780000,2223996
201904,H0077,I105,135,15,13500000,10799996
201904,H0078,I103,117,15,5850000,4913996
201904,H0079,I116,93,18,135780000,115412996
201904,H0080,I107,108,13,16200000,13769996
201904,H0081,I113,107,15,71690000,61653396
201904,H0082,I103,111,10,5550000,4717496
201904,H0083,I119,140,15,13300000,11969996
201904,H0084,I120,143,19,614900000,491919996
201904,H0085,I116,132,18,192720000,165739196
201904,H0086,I107,126,15,18900000,15686996
201904,H0087,I114,134,14,32160000,28943996
201904,H0088,I111,104,16,15600000,14039996
201904,H0089,I106,132,20,2640000,2270396
201904,H0090,I107,98,11,14700000,12935996
201904,H0091,I112,149,16,9685000,7747996
201904,H0092,I120,83,11,356900000,289088996
201904,H0093,I102,134,17,5360000,4341596
201904,H0094,I105,101,15,10100000,8281996
201904,H0095,I101,136,12,4080000,3508796
201904,H0096,I101,88,12,2640000,2243996
201904,H0097,I118,149,12,78970000,63175996
201904,H0098,I111,141,15,21150000,17342996
201904,H0099,I102,150,15,6000000,5279996
201904,H0100,I112,103,10,6695000,5891596
201904,H0101,I111,95,19,14250000,11542496
201904,H0102,I117,121,10,302500000,257124996
201904,H0103,I116,123,10,179580000,150847196
201904,H0104,I114,120,14,28800000,24479996
201904,H0105,I102,80,19,3200000,2687996
201904,H0106,I101,132,12,3960000,3207596
201904,H0107,I105,148,20,14800000,11839996
201904,H0108,I119,119,12,11305000,9496196
201904,H0109,I108,146,10,5840000,4730396
201904,H0110,I114,97,20,23280000,20253596
201904,H0111,I104,136,13,9520000,7901596
201904,H0112,I114,96,16,23040000,19814396
201904,H0113,I108,89,13,3560000,2919196
201904,H0114,I115,127,12,635000,558796
201904,H0115,I111,149,18,22350000,18326996
201904,H0116,I116,139,16,202940000,172498996
201904,H0117,I111,125,14,18750000,16687496
201904,H0118,I109,111,14,55500000,47174996
201904,H0119,I120,113,16,485900000,432450996
201904,H0120,I110,129,19,38700000,32894996
201904,H0121,I112,149,11,9685000,7941696
201904,H0122,I102,118,12,4720000,3870396
201904,H0123,I108,88,13,3520000,3097596
201904,H0124,I103,134,19,6700000,5694996
201904,H0125,I101,149,10,4470000,3978296
201904,H0126,I118,142,13,75260000,65476196
201904,H0127,I110,143,13,42900000,36464996
201904,H0128,I112,91,11,5915000,4909446
201904,H0129,I112,86,16,5590000,4863296
201904,H0130,I118,87,18,46110000,38732396
201904,H0131,I114,82,17,19680000,17318396
201904,H0132,I110,114,14,34200000,27359996
201904,H0133,I110,141,19,42300000,35108996
201904,H0134,I116,99,20,144540000,122858996
201904,H0135,I109,116,13,58000000,50459996
201904,H0136,I102,89,12,3560000,3168396
201904,H0137,I104,100,12,7000000,6229996
201904,H0138,I117,124,19,310000000,247999996
201904,H0139,I108,132,14,5280000,4382396
201904,H0140,I110,140,17,42000000,36539996
201904,H0141,I108,90,19,3600000,3095996
201904,H0142,I106,141,13,2820000,2368796
201904,H0143,I120,122,12,524600000,456401996
201904,H0144,I107,91,10,13650000,12284996
201904,H0145,I117,142,13,355000000,308849996
201904,H0146,I109,108,14,54000000,48599996
201904,H0147,I105,145,13,14500000,12034996
201904,H0148,I109,114,17,57000000,47879996
201904,H0149,I109,150,13,75000000,65249996
201904,H0150,I104,130,10,9100000,8007996
201904,K0001,I104,26,10,1820000,1565196
201904,K0002,I108,22,13,880000,721596
201904,K0003,I104,49,17,3430000,2984096
201904,K0004,I117,33,13,82500000,67649996
201904,K0005,I116,35,19,51100000,42923996
201904,K0006,I111,34,13,5100000,4181996
201904,K0007,I102,42,14,1680000,1377596
201904,K0008,I114,46,18,11040000,9494396
201904,K0009,I112,41,16,2665000,2238596
201904,K0010,I107,38,11,5700000,4559996
201904,K0011,I115,29,12,145000,127596
201904,K0012,I116,25,13,36500000,31754996
201904,K0013,I120,42,13,180600000,158927996
201904,K0014,I109,33,16,16500000,13694996
201904,K0015,I115,33,11,165000,135296
201904,K0016,I111,50,11,7500000,6149996
201904,K0017,I106,46,10,920000,791196
201904,K0018,I112,40,13,2600000,2261996
201904,K0019,I116,39,19,56940000,51245996
201904,K0020,I117,39,12,97500000,79949996
201904,K0021,I109,43,10,21500000,17414996
201904,K0022,I114,40,19,9600000,7967996
201904,K0023,I119,40,16,3800000,3191996
201904,K0024,I114,35,13,8400000,7391996
201904,K0025,I109,46,12,23000000,18859996
201904,K0026,I112,36,11,2340000,1988996
201904,K0027,I113,20,12,13400000,11255996
201904,K0028,I106,49,16,980000,881996
201904,K0029,I111,39,15,5850000,5147996
201904,K0030,I115,33,11,165000,131996
201904,K0031,I114,49,12,11760000,9525596
201904,K0032,I106,44,16,880000,721596
201904,K0033,I111,49,13,7350000,6541496
201904,K0034,I113,45,12,30150000,24421496
201904,K0035,I117,31,18,77500000,64324996
201904,K0036,I108,26,11,1040000,894396
201904,K0037,I118,37,18,19610000,16668496
201904,K0038,I117,31,20,77500000,66649996
201904,K0039,I103,33,14,1650000,1319996
201904,K0040,I113,41,19,27470000,22525396
201904,K0041,I115,49,13,245000,203346
201904,K0042,I112,35,10,2275000,2001996
201904,K0043,I107,42,17,6300000,5102996
201904,K0044,I105,50,19,5000000,4499996
201904,K0045,I118,20,13,10600000,8585996
201904,K0046,I104,39,19,2730000,2456996
201904,K0047,I105,26,19,2600000,2261996
201904,K0048,I110,33,16,9900000,8117996
201904,K0049,I107,21,14,3150000,2677496
201904,K0050,I106,26,15,520000,421196
201904,K0051,I110,41,16,12300000,10454996
201904,K0052,I120,38,13,163400000,142157996
201904,K0053,I116,35,14,51100000,41390996
201904,K0054,I112,35,10,2275000,1865496
201904,K0055,I109,21,15,10500000,8819996
201904,K0056,I114,24,11,5760000,4780796
201904,K0057,I110,20,15,6000000,4799996
201904,K0058,I103,46,10,2300000,1885996
201904,K0059,I116,38,19,55480000,46048396
201904,K0060,I102,45,20,1800000,1439996
201904,K0061,I104,29,13,2030000,1786396
201904,K0062,I103,28,13,1400000,1133996
201904,K0063,I118,20,13,10600000,9115996
201904,K0064,I104,47,17,3290000,2730696
201904,K0065,I113,24,19,16080000,13185596
201904,K0066,I106,47,17,940000,780196
201904,K0067,I114,21,16,5040000,4132796
201904,K0068,I116,30,19,43800000,38543996
201904,K0069,I112,20,19,1300000,1143996
201904,K0070,I108,35,12,1400000,1203996
201904,K0071,I115,30,19,150000,134996
201904,K0072,I120,28,18,120400000,99931996
201904,K0073,I102,30,18,1200000,1067996
201904,K0074,I114,45,12,10800000,9503996
201904,K0075,I102,35,20,1400000,1231996
201904,K0076,I106,25,20,500000,424996
201904,K0077,I115,25,20,125000,109996
201904,K0078,I104,43,19,3010000,2678896
201904,K0079,I114,44,14,10560000,8764796
201904,K0080,I117,45,18,112500000,89999996
201904,K0081,I101,38,18,1140000,911996
201904,K0082,I105,31,11,3100000,2572996
201904,K0083,I120,27,15,116100000,102167996
201904,K0084,I120,25,12,107500000,90299996
201904,K0085,I109,31,19,15500000,13794996
201904,K0086,I110,33,15,9900000,8513996
201904,K0087,I106,45,16,900000,764996
201904,K0088,I110,26,13,7800000,6629996
201904,K0089,I105,35,16,3500000,2974996
201904,K0090,I108,35,16,1400000,1133996
201904,K0091,I118,45,10,23850000,21226496
201904,K0092,I105,34,10,3400000,2991996
201904,K0093,I105,27,16,2700000,2429996
201904,K0094,I115,38,17,190000,169096
201904,K0095,I109,36,12,18000000,15839996
201904,K0096,I105,27,13,2700000,2429996
201904,K0097,I120,34,18,146200000,122807996
201904,K0098,I117,23,11,57500000,50024996
201904,K0099,I115,38,10,190000,165296
201904,K0100,I103,49,16,2450000,2008996
201904,K0101,I117,42,20,105000000,85049996
201904,K0102,I120,41,15,176300000,148091996
201904,K0103,I102,48,18,1920000,1689596
201904,K0104,I112,35,11,2275000,1888246
201904,K0105,I115,43,11,215000,176296
201904,K0106,I105,47,19,4700000,4135996
201904,K0107,I102,37,14,1480000,1317196
201904,K0108,I114,45,20,10800000,9071996
201904,K0109,I105,47,18,4700000,3994996
201904,K0110,I101,43,20,1290000,1057796
201904,K0111,I110,31,15,9300000,7811996
201904,K0112,I105,36,20,3600000,3167996
201904,K0113,I112,37,12,2405000,1948046
201904,K0114,I104,20,14,1400000,1175996
201904,K0115,I101,44,17,1320000,1069196
201904,K0116,I119,24,15,2280000,1960796
201904,K0117,I111,44,16,6600000,5345996
201904,K0118,I116,33,11,48180000,43361996
201904,K0119,I118,48,16,25440000,21115196
201904,K0120,I108,30,14,1200000,1043996
201904,K0121,I106,27,14,540000,469796
201904,K0122,I116,24,13,35040000,30484796
201904,K0123,I114,33,11,7920000,6335996
201904,K0124,I110,48,15,14400000,11951996
201904,K0125,I112,39,16,2535000,2281496
201904,K0126,I109,37,16,18500000,15909996
201904,K0127,I106,20,14,400000,335996
201904,K0128,I115,32,10,160000,140796
201904,K0129,I120,32,10,137600000,115583996
201904,K0130,I107,21,18,3150000,2834996
201904,K0131,I116,33,10,48180000,41916596
201904,K0132,I107,40,15,6000000,5279996
201904,K0133,I115,23,17,115000,101196
201904,K0134,I117,36,13,90000000,72899996
201904,K0135,I119,26,20,2470000,1975996
201904,K0136,I114,21,20,5040000,4384796
201904,K0137,I107,43,19,6450000,5675996
201904,K0138,I114,31,13,7440000,6026396
201904,K0139,I101,24,12,720000,640796
201904,K0140,I115,42,11,210000,178496
201904,K0141,I101,42,14,1260000,1020596
201904,K0142,I103,50,20,2500000,2124996
201904,K0143,I110,49,13,14700000,12053996
201904,K0144,I118,39,13,20670000,17156096
201904,K0145,I109,44,16,22000000,17819996
201904,K0146,I107,37,10,5550000,4772996
201904,K0147,I108,48,13,1920000,1535996
201904,K0148,I105,48,18,4800000,3839996
201904,K0149,I106,37,17,740000,651196
201904,K0150,I110,23,11,6900000,6002996
201904,K0151,I116,39,13,56940000,50676596
201904,K0152,I107,41,10,6150000,5411996
201904,K0153,I116,25,10,36500000,30294996
201904,K0154,I102,49,16,1960000,1744396
201904,K0155,I117,40,12,100000000,88999996
201904,K0156,I104,42,17,2940000,2587196
201904,K0157,I118,43,10,22790000,19371496
201904,K0158,I117,24,19,60000000,49799996
201904,K0159,I104,40,11,2800000,2519996
201904,K0160,I109,35,19,17500000,15049996
201904,K0161,I114,36,12,8640000,7516796
201904,K0162,I113,28,20,18760000,15945996
201904,K0163,I115,20,10,100000,83996
201904,K0164,I103,32,14,1600000,1391996
201904,K0165,I118,28,11,14840000,12168796
201904,K0166,I104,36,14,2520000,2141996
201904,K0167,I108,44,15,1760000,1548796
201904,K0168,I110,40,20,12000000,10439996
201904,K0169,I113,21,14,14070000,11255996
201904,K0170,I120,43,11,184900000,160862996
201904,K0171,I107,31,14,4650000,3766496
201904,K0172,I109,33,12,16500000,14684996
201904,K0173,I114,27,10,6480000,5831996
201904,K0174,I119,25,15,2375000,2089996
201904,K0175,I116,42,14,61320000,53348396
201904,K0176,I106,40,10,800000,679996
201904,K0177,I110,42,11,12600000,10079996
201904,K0178,I104,20,19,1400000,1245996
201904,K0179,I120,34,17,146200000,119883996
201904,K0180,I105,20,18,2000000,1799996
201904,K0181,I104,23,15,1610000,1352396
201904,K0182,I109,39,18,19500000,16379996
201904,K0183,I110,48,15,14400000,12959996
201904,K0184,I113,34,11,22780000,19362996
201904,K0185,I116,42,13,61320000,54574796
201904,K0186,I104,45,16,3150000,2677496
201904,K0187,I105,26,14,2600000,2287996
201904,K0188,I104,22,14,1540000,1385996
201904,K0189,I108,27,17,1080000,971996
201904,K0190,I115,50,14,250000,202496
201904,K0191,I113,50,14,33500000,28139996
201904,K0192,I119,22,18,2090000,1880996
201904,K0193,I116,34,20,49640000,43186796
201904,K0194,I102,21,15,840000,713996
201904,K0195,I107,29,17,4350000,3523496
201904,K0196,I120,26,15,111800000,98383996
201904,K0197,I106,22,16,440000,391596
201904,K0198,I115,35,10,175000,157496
201904,K0199,I101,50,16,1500000,1289996
201904,K0200,I111,25,18,3750000,3337496
201904,L0001,I104,12,7,840000,789596
201904,L0002,I102,16,7,640000,601596
201904,L0003,I111,17,8,2550000,2422496
201904,L0004,I108,11,10,440000,417996
201904,L0005,I104,18,8,1260000,1184396
201904,L0006,I104,16,5,1120000,1041596
201904,L0007,I113,14,5,9380000,8817196
201904,L0008,I117,15,5,37500000,35249996
201904,L0009,I118,16,5,8480000,7971196
201904,L0010,I110,13,9,3900000,3587996
201904,L0011,I114,20,7,4800000,4415996
201904,L0012,I119,14,9,1330000,1223596
201904,L0013,I112,14,5,910000,837196
201904,L0014,I114,13,8,3120000,2901596
201904,L0015,I110,13,5,3900000,3665996
201904,L0016,I115,11,5,55000,52246
201904,L0017,I120,12,5,51600000,48503996
201904,L0018,I102,17,8,680000,618796
201904,L0019,I105,15,10,1500000,1394996
201904,L0020,I118,15,5,7950000,7313996
201904,L0021,I118,12,9,6360000,5723996
201904,L0022,I103,17,7,850000,807496
201904,L0023,I120,15,8,64500000,58049996
201904,L0024,I112,15,7,975000,916496
201904,L0025,I114,17,9,4080000,3835196
201904,L0026,I101,19,7,570000,541496
201904,L0027,I117,12,10,30000000,28199996
201904,L0028,I107,14,5,2100000,1889996
201904,L0029,I107,18,5,2700000,2564996
201904,L0030,I112,17,8,1105000,1016596
201904,L0031,I116,14,10,20440000,18804796
201904,L0032,I113,19,10,12730000,11584296
201904,L0033,I112,20,9,1300000,1182996
201904,L0034,I103,18,8,900000,845996
201904,L0035,I102,12,6,480000,455996
201904,L0036,I110,17,5,5100000,4742996
201904,L0037,I107,15,8,2250000,2047496
201904,L0038,I118,17,10,9010000,8289196
201904,L0039,I119,19,9,1805000,1642546
201904,L0040,I120,17,8,73100000,67982996
201904,L0041,I101,16,7,480000,431996
201904,L0042,I111,16,8,2400000,2255996
201904,L0043,I112,20,8,1300000,1208996
201904,L0044,I118,20,6,10600000,9751996
201904,L0045,I113,13,10,8710000,7838996
